 
  ,time,x,y,z
, 33.200, 0.013, 0.760, -0.844
, 33.250, -0.165, 0.891, -0.934
, 33.300, -0.219, 0.961, -1.008
, 33.350, -0.049, 0.860, -0.622
, 33.400, -0.072, 1.030, -0.885
, 33.450, 0.106, 0.822, -1.107
, 33.500, 0.067, 1.223, -1.066
, 33.550, 0.044, 0.714, -0.778
, 33.600, -0.172, 0.907, -1.280
, 33.650, -0.118, 1.053, -0.679
, 33.700, 0.183, 1.069, -0.860
, 33.750, -0.064, 1.046, -0.934
, 33.800, -0.103, 1.161, -0.910
, 33.850, 0.059, 1.069, -0.959
, 33.900, 0.021, 0.914, -1.090
, 33.950, -0.002, 1.138, -0.975
, 34.000, -0.010, 0.768, -0.844
, 34.050, 0.152, 0.698, -0.967
, 34.100, -0.103, 1.239, -0.910
, 34.150, -0.273, 0.791, -0.803
, 34.200, -0.226, 0.575, -1.082
, 34.250, -0.010, 1.030, -0.803
, 34.300, 0.113, 0.799, -1.049
, 34.350, -0.064, 0.729, -1.049
, 34.400, 0.152, 1.215, -0.498
, 34.450, -0.721, 0.698, -0.712
, 34.500, -0.435, 0.552, -1.403
, 34.550, 0.276, 0.899, -1.082
, 34.600, 1.535, 1.323, -0.548
, 34.650, -0.049, 1.331, -1.107
, 34.700, -0.651, 1.424, -1.041
, 34.750, -0.628, 1.323, -1.411
, 34.800, -0.396, 1.277, -0.975
, 34.850, -0.891, 3.430, -0.515
, 34.900, -0.288, 2.211, -1.534
, 34.950, 0.600, 3.060, -2.003
, 35.000, -0.667, 3.415, -0.614
, 35.050, -0.505, 3.438, 0.200
, 35.100, -1.494, 3.700, -0.112
, 35.150, -0.713, 3.152, 1.352
, 35.200, -0.172, 3.916, 0.521
, 35.250, -0.682, 3.808, -1.058
, 35.300, -0.582, 2.674, 0.094
, 35.350, -0.590, 4.464, 0.283
, 35.400, -0.512, 2.905, 0.332
, 35.450, -0.790, 2.481, 0.694
, 35.500, -0.559, 2.960, 0.940
, 35.550, -1.540, 1.817, -0.079
, 35.600, -1.617, 2.126, -0.054
, 35.650, -0.234, 1.995, -0.490
, 35.700, 0.160, 1.447, 0.184
, 35.750, -0.528, 0.853, -0.219
, 35.800, -0.875, 0.752, -0.285
, 35.850, -0.559, 0.583, -0.482
, 35.900, -0.134, 0.228, -0.211
, 35.950, -0.242, 0.027, -0.720
, 36.000, -0.165, -0.197, -0.531
, 36.050, -0.080, -0.328, -0.482
, 36.100, -0.288, -0.181, -0.704
, 36.150, -0.141, -0.081, -0.827
, 36.200, 0.175, -0.637, -1.058
, 36.250, 0.183, -0.590, -0.942
, 36.300, 0.028, -0.467, -1.132
, 36.350, -0.002, -0.228, -0.918
, 36.400, 0.044, -0.205, -0.720
, 36.450, -0.010, -0.027, -0.515
, 36.500, 0.075, 0.135, -0.186
, 36.550, 0.137, 0.096, -0.548
, 36.600, 0.314, 0.181, -0.926
, 36.650, -0.010, 0.328, -0.614
, 36.700, -0.095, 0.351, -0.556
, 36.750, 0.044, 0.158, -0.630
, 36.800, 0.052, 0.197, -0.885
, 36.850, 0.028, 0.320, -0.589
, 36.900, 0.044, 0.367, -1.008
, 36.950, -0.064, 0.328, -0.762
, 37.000, -0.157, 0.621, -0.597
, 37.050, 0.021, 0.552, -0.762
, 37.100, -0.072, 0.830, -0.597
, 37.150, -0.080, 0.436, -0.770
, 37.200, -0.049, 0.498, -0.597
, 37.250, -0.157, 0.544, -0.778
, 37.300, -0.072, 0.544, -0.836
, 37.350, -0.157, 0.629, -0.696
, 37.400, -0.196, 0.691, -0.696
, 37.450, -0.196, 0.583, -0.679
, 37.500, -0.072, 0.760, -0.860
, 37.550, -0.118, 0.752, -0.671
, 37.600, -0.211, 0.629, -0.696
, 37.650, -0.180, 0.629, -0.646
, 37.700, -0.180, 0.714, -0.778
, 37.750, 0.005, 0.714, -0.630
, 37.800, -0.118, 0.652, -0.811
, 37.850, -0.234, 0.583, -0.786
, 37.900, -0.026, 0.652, -0.811
, 37.950, -0.087, 0.598, -0.729
, 38.000, -0.157, 0.644, -0.696
, 38.050, -0.064, 0.552, -0.696
, 38.100, -0.087, 0.552, -0.753
, 38.150, -0.103, 0.475, -0.663
, 38.200, -0.087, 0.444, -0.794
, 38.250, -0.172, 0.421, -0.819
, 38.300, -0.126, 0.328, -0.901
, 38.350, -0.049, 0.374, -0.762
, 38.400, -0.080, 0.282, -0.868
, 38.450, -0.049, 0.174, -0.638
, 38.500, -0.141, 0.158, -1.016
, 38.550, -0.087, 0.058, -0.942
, 38.600, -0.141, -0.012, -0.967
, 38.650, -0.196, -0.096, -1.197
, 38.700, -0.497, -0.096, -0.811
, 38.750, -0.188, -0.266, -0.967
, 38.800, -0.327, -0.606, -1.033
, 38.850, -0.219, -0.652, -1.304
, 38.900, -0.064, -0.513, -1.304
, 38.950, -0.126, -0.745, -1.485
, 39.000, -0.149, -0.552, -1.255
, 39.050, -0.497, -0.814, -1.370
, 39.100, -0.512, -1.115, -1.674
, 39.150, -0.435, -0.737, -1.140
, 39.200, -0.250, -0.806, -1.025
, 39.250, -0.551, -0.737, -1.444
, 39.300, -0.582, -0.351, -1.386
, 39.350, -0.211, -0.644, -1.337
, 39.400, -0.211, -0.328, -1.337
, 39.450, -0.590, -0.004, -1.074
, 39.500, -0.651, 0.104, -1.288
, 39.550, -0.381, 0.320, -1.296
, 39.600, -0.157, 1.177, -1.633
, 39.650, -0.922, 1.709, -1.099
, 39.700, -0.350, 2.080, -0.794
, 39.750, 0.059, 3.469, -0.433
, 39.800, -0.906, 3.407, -0.466
, 39.850, -0.366, 3.824, 0.126
, 39.900, -0.335, 4.117, -0.153
, 39.950, 0.175, 4.619, -0.087
, 40.000, -0.072, 3.206, -0.211
, 40.050, -0.636, 4.441, -0.309
, 40.100, 0.005, 3.832, -0.038
, 40.150, 0.585, 3.986, -0.910
, 40.200, 0.214, 3.947, 0.135
, 40.250, -0.675, 3.592, -0.474
, 40.300, 0.222, 3.793, -0.926
, 40.350, 1.388, 4.163, 0.480
, 40.400, 0.477, 3.685, -0.819
, 40.450, -0.134, 3.646, -0.712
, 40.500, -1.463, 5.228, -0.433
, 40.550, 0.755, 3.747, -0.268
, 40.600, 0.345, 3.129, -1.411
, 40.650, 0.222, 4.102, -0.202
, 40.700, 0.299, 1.756, -1.271
, 40.750, -0.304, 3.669, 0.020
, 40.800, -0.049, 1.478, -0.992
, 40.850, -0.087, 1.987, -0.474
, 40.900, 0.222, 0.722, -0.877
, 40.950, 0.685, 0.976, -1.206
, 41.000, -0.188, -0.012, -0.696
, 41.050, -0.288, 0.313, -0.852
, 41.100, 0.531, -0.035, 0.233
, 41.150, -0.404, -0.282, -0.910
, 41.200, -0.366, -0.436, -0.934
, 41.250, 0.253, -0.544, -0.844
, 41.300, 0.222, -0.714, -0.877
, 41.350, -0.644, -1.393, -1.395
, 41.400, -0.095, -1.354, -1.140
, 41.450, -0.729, -1.030, -0.885
, 41.500, -0.760, -1.555, -1.617
, 41.550, -0.682, -0.938, -1.592
, 41.600, -0.188, -0.845, -1.263
, 41.650, -1.285, -0.899, -1.872
, 41.700, -0.899, -0.328, -1.682
, 41.750, -1.022, -0.914, -1.715
, 41.800, -0.188, -0.127, -1.633
, 41.850, 0.492, 1.624, -1.107
, 41.900, -0.196, 0.953, -1.058
, 41.950, -0.335, 0.050, -0.893
, 42.000, -0.960, 0.752, -1.090
, 42.050, -0.458, 0.822, -1.148
, 42.100, 0.469, 3.106, -1.058
, 42.150, 1.643, 2.782, 0.011
, 42.200, 1.126, 2.666, -1.280
, 42.250, 1.241, 2.396, -0.449
, 42.300, 0.461, 2.427, -1.222
, 42.350, 0.732, 3.708, -0.383
, 42.400, 1.929, 3.083, -0.836
, 42.450, 0.755, 3.330, -0.770
, 42.500, -0.543, 3.183, -0.720
, 42.550, 0.368, 3.561, -0.054
, 42.600, -1.208, 3.291, -0.572
, 42.650, -0.103, 3.824, -0.449
, 42.700, 0.987, 2.983, -0.901
, 42.750, 0.600, 3.554, 0.052
, 42.800, -0.196, 3.461, -0.276
, 42.850, -0.597, 3.098, -0.614
, 42.900, 0.307, 3.662, -0.564
, 42.950, 0.685, 2.898, -0.457
, 43.000, 0.098, 2.551, -0.531
, 43.050, 0.059, 2.535, 0.151
, 43.100, 0.113, 2.358, -1.222
, 43.150, 0.237, 2.489, -0.252
, 43.200, -0.373, 1.594, -0.679
, 43.250, 0.253, 1.756, -0.350
, 43.300, 0.113, 2.087, 0.669
, 43.350, -0.458, 1.439, -0.507
, 43.400, 0.005, 1.910, 0.028
, 43.450, 0.670, 1.370, -0.466
, 43.500, 0.909, 0.930, -0.770
, 43.550, 0.793, 1.408, -0.227
, 43.600, -0.366, 1.015, -0.145
, 43.650, 0.121, 0.552, -0.211
, 43.700, 0.399, 0.343, -0.112
, 43.750, 0.191, 0.212, -0.753
, 43.800, 0.090, 0.251, -0.622
, 43.850, 0.345, 0.251, -0.301
, 43.900, 0.206, -0.035, -0.605
, 43.950, -0.118, -0.035, -0.531
, 44.000, -0.026, -0.042, -0.688
, 44.050, 0.059, -0.096, -0.679
, 44.100, 0.121, -0.166, -0.655
, 44.150, -0.010, -0.228, -0.794
, 44.200, 0.036, -0.305, -0.688
, 44.250, -0.072, -0.297, -0.745
, 44.300, -0.010, -0.313, -0.671
, 44.350, 0.052, -0.259, -0.737
, 44.400, 0.152, -0.181, -0.770
, 44.450, 0.075, -0.042, -0.868
, 44.500, -0.041, -0.243, -0.942
, 44.550, 0.044, -0.259, -0.786
, 44.600, -0.026, -0.243, -0.778
, 44.650, -0.095, -0.019, -0.868
, 44.700, -0.002, 0.135, -0.540
, 44.750, -0.597, 0.012, -0.836
, 44.800, -0.311, 0.266, -0.614
, 44.850, 0.423, 0.212, -1.066
, 44.900, 0.500, 0.205, -1.049
, 44.950, 0.036, 0.521, -1.074
, 45.000, -1.231, 0.791, -1.148
, 45.050, -0.837, 0.876, -3.154
, 45.100, -0.474, 1.215, -0.803
, 45.150, 0.222, 1.161, -0.811
, 45.200, 0.206, 1.308, -0.235
, 45.250, -0.196, 1.864, -0.309
, 45.300, -0.396, 2.404, -0.655
, 45.350, -0.072, 2.450, -0.342
, 45.400, -0.041, 1.200, -1.148
, 45.450, 0.670, 3.639, -0.392
, 45.500, 0.283, 1.617, -0.811
, 45.550, -0.559, 2.365, -0.737
, 45.600, 0.075, 2.952, -0.342
, 45.650, 0.585, 3.770, -0.145
, 45.700, 0.307, 2.574, -0.803
, 45.750, 0.191, 3.700, -0.359
, 45.800, 0.098, 3.191, -0.128
, 45.850, 0.338, 6.525, 1.072
, 45.900, 0.639, 4.156, -0.359
, 45.950, 1.659, 2.574, -0.975
, 46.000, 0.577, 2.543, -0.688
, 46.050, -0.404, 4.279, -0.293
, 46.100, -0.056, 2.087, -1.156
, 46.150, 0.531, 2.774, -0.531
, 46.200, 0.925, 2.890, -0.433
, 46.250, 0.407, 1.848, -0.827
, 46.300, 0.191, 2.589, -0.967
, 46.350, 0.098, 2.643, -1.041
, 46.400, 0.963, 2.797, -0.811
, 46.450, 1.512, 2.288, -0.836
, 46.500, 0.577, 2.188, -1.148
, 46.550, -0.837, 2.944, -1.608
, 46.600, 1.319, 3.214, -0.589
, 46.650, 2.439, 0.073, -0.712
, 46.700, -0.149, 4.333, -1.206
, 46.750, -2.807, 1.339, -0.737
, 46.800, 1.172, 3.453, -0.128
, 46.850, 1.466, 1.756, -1.074
, 46.900, 0.399, 2.705, -0.276
, 46.950, -2.614, 2.790, -0.967
, 47.000, -0.165, 2.651, -0.737
, 47.050, 0.477, 2.427, -0.071
, 47.100, 0.198, 1.879, -0.548
, 47.150, -0.814, 2.674, 0.250
, 47.200, -0.559, 1.601, -0.885
, 47.250, -0.165, 1.794, 0.036
, 47.300, 0.198, 1.493, 0.028
, 47.350, 0.430, 1.223, -0.022
, 47.400, 1.342, 0.984, -0.548
, 47.450, 1.041, 0.459, -0.194
, 47.500, -0.211, 0.359, -0.918
, 47.550, -0.203, 0.459, 0.094
, 47.600, 0.554, -0.042, -0.285
, 47.650, 0.592, -0.521, -0.474
, 47.700, 0.623, -1.131, -0.967
, 47.750, 0.098, -1.069, -0.663
, 47.800, -0.018, -0.968, -1.000
, 47.850, 0.113, -1.879, -1.444
, 47.900, 0.052, -1.154, -1.748
, 47.950, 0.229, -0.405, -1.025
, 48.000, -0.389, -0.282, -1.140
, 48.050, -2.235, -0.127, -2.554
, 48.100, -0.620, 0.066, -1.740
, 48.150, 0.500, -0.027, -1.452
, 48.200, 0.392, 0.042, -1.164
, 48.250, 0.871, 2.111, -0.400
, 48.300, -0.512, 1.393, -1.460
, 48.350, -0.288, 1.779, -0.786
, 48.400, -0.288, 1.902, -1.074
, 48.450, -0.250, 1.910, -0.441
, 48.500, -1.254, 2.234, -1.181
, 48.550, -0.304, 2.527, -0.490
, 48.600, 1.937, 2.496, -1.082
, 48.650, 0.407, 2.736, -1.115
, 48.700, -1.501, 2.743, -0.096
, 48.750, -0.250, 2.929, -0.803
, 48.800, -2.313, 3.492, 0.414
, 48.850, -0.914, 2.967, -1.066
, 48.900, 0.075, 4.333, 0.291
, 48.950, 0.716, 3.731, -0.038
, 49.000, -0.559, 3.091, -0.449
, 49.050, -1.192, 3.646, -0.671
, 49.100, -1.092, 3.554, -0.836
, 49.150, 0.600, 4.287, -0.161
, 49.200, 1.736, 4.534, 0.094
, 49.250, -1.996, 3.970, 1.524
, 49.300, -3.873, 2.442, -1.485
, 49.350, -0.435, 5.676, 1.039
, 49.400, 1.466, 2.226, -0.868
, 49.450, 0.562, 4.233, 0.464
, 49.500, -3.881, 2.196, -1.041
, 49.550, 0.191, 4.102, 1.014
, 49.600, -0.087, 3.538, -0.581
, 49.650, -1.609, 2.851, -0.572
, 49.700, 0.291, 3.461, -0.540
, 49.750, 1.187, 3.438, -0.071
, 49.800, -1.826, 3.044, 0.373
, 49.850, -1.038, 3.569, 0.357
, 49.900, -0.350, 3.585, 0.003
, 49.950, 0.129, 2.759, -0.334
, 50.000, -0.628, 3.083, 0.250
, 50.050, -0.288, 2.373, -0.466
, 50.100, -0.443, 2.172, -0.202
, 50.150, -0.412, 1.694, -1.140
, 50.200, 0.021, 2.041, 0.077
, 50.250, -0.196, 1.918, -0.688
, 50.300, -0.528, 1.740, -0.564
, 50.350, -0.111, 1.586, -0.901
, 50.400, 0.028, 2.203, -0.498
, 50.450, 0.129, 1.902, -0.392
, 50.500, 0.384, 1.887, -0.745
, 50.550, -0.219, 1.516, -0.811
, 50.600, -0.203, 2.003, -0.967
, 50.650, 0.747, 2.273, -1.066
, 50.700, 0.361, 2.142, -0.490
, 50.750, -0.126, 1.979, -0.433
, 50.800, 0.415, 2.033, -0.005
, 50.850, 0.052, 1.570, -0.334
, 50.900, -0.505, 1.246, -0.696
, 50.950, -0.126, 1.370, -0.260
, 51.000, 0.168, 1.432, -0.161
, 51.050, -0.226, 1.138, -0.260
, 51.100, 0.106, 0.737, -0.679
, 51.150, 0.106, 0.783, -0.334
, 51.200, -0.157, 0.629, -0.301
, 51.250, -0.033, 0.482, -0.170
, 51.300, -0.620, 0.089, -0.630
, 51.350, -0.906, -0.073, -0.762
, 51.400, -0.628, -0.135, -1.016
, 51.450, -0.335, -0.089, -1.123
, 51.500, -0.311, 0.004, -0.679
, 51.550, -0.288, -0.081, -0.868
, 51.600, -0.257, -0.096, -0.688
, 51.650, -0.196, 0.019, -0.844
, 51.700, -0.141, 0.228, -0.885
, 51.750, 0.399, 0.166, -0.762
, 51.800, 0.654, -0.212, -0.827
, 51.850, -0.010, -0.127, -1.090
, 51.900, -0.087, 0.019, -0.836
, 51.950, -0.311, 0.035, -0.844
, 52.000, -0.095, -0.066, -1.049
, 52.050, 0.021, -0.127, -1.041
, 52.100, 0.129, 0.012, -1.058
, 52.150, 0.191, 0.390, -1.082
, 52.200, 0.036, 0.359, -0.959
, 52.250, -0.141, -0.096, -0.934
, 52.300, -0.257, 0.027, -1.066
, 52.350, -0.265, 0.783, -1.041
, 52.400, -0.257, 0.791, -0.918
, 52.450, 0.028, 0.683, -1.132
, 52.500, 0.036, 0.691, -1.189
, 52.550, -0.049, 0.860, -1.148
, 52.600, 0.160, 1.123, -0.827
, 52.650, 0.237, 0.606, -0.655
, 52.700, -0.628, 0.459, -1.271
, 52.750, -0.984, 0.984, -0.860
, 52.800, -0.141, 1.030, -0.910
, 52.850, 0.956, 1.524, -0.153
, 52.900, 2.694, 0.860, -0.120
, 52.950, 0.562, 1.200, -1.008
, 53.000, -0.056, 1.509, -1.756
, 53.050, 0.793, 1.787, -1.156
, 53.100, 1.211, 1.462, -0.737
, 53.150, 0.770, 1.223, -1.090
, 53.200, 0.137, 1.516, -1.090
, 53.250, -0.505, 1.578, -0.926
, 53.300, 0.059, 1.486, -0.959
, 53.350, -0.373, 1.501, -0.975
, 53.400, -0.257, 1.979, -1.099
, 53.450, 0.484, 1.848, -0.803
, 53.500, -0.342, 1.709, -1.049
, 53.550, -0.528, 1.949, -1.066
, 53.600, -0.242, 1.848, -0.720
, 53.650, -0.574, 1.586, -0.910
, 53.700, -1.185, 2.033, -0.589
, 53.750, -0.551, 1.794, -0.901
, 53.800, 0.399, 1.895, -0.762
, 53.850, 0.747, 1.532, -0.597
, 53.900, -1.316, 2.288, -0.819
, 53.950, -0.651, 1.609, -0.778
, 54.000, 0.021, 1.841, -0.646
, 54.050, 0.500, 2.165, -0.803
, 54.100, -0.976, 2.898, -0.252
, 54.150, -0.536, 2.250, -1.230
, 54.200, -0.698, 2.435, -0.531
, 54.250, -0.644, 1.779, -0.696
, 54.300, -0.744, 2.551, -0.605
, 54.350, -0.698, 2.535, -1.049
, 54.400, -0.072, 3.044, -0.490
, 54.450, -0.582, 2.118, -0.646
, 54.500, -1.262, 2.566, -0.260
, 54.550, -0.675, 2.142, -0.408
, 54.600, -0.319, 2.944, 0.085
, 54.650, -0.906, 2.504, -0.227
, 54.700, -1.687, 1.779, -0.720
, 54.750, -1.030, 1.763, -0.120
, 54.800, 0.152, 2.458, 0.118
, 54.850, -0.072, 2.419, -0.359
, 54.900, -1.161, 1.269, -0.663
, 54.950, -0.845, 1.146, -1.222
, 55.000, -0.358, 2.057, 0.077
, 55.050, 0.500, 1.640, -0.671
, 55.100, -0.072, 1.308, -0.622
, 55.150, -1.694, 1.300, -0.712
, 55.200, -0.002, 1.208, -0.030
, 55.250, -0.458, 1.586, -0.350
, 55.300, -0.458, 1.362, -0.392
, 55.350, -0.381, 1.138, -0.745
, 55.400, -0.620, 0.999, -0.712
, 55.450, -0.149, 1.092, -0.474
, 55.500, 0.577, 1.594, -0.383
, 55.550, 0.778, 1.293, -0.688
, 55.600, -0.157, 1.540, -0.655
, 55.650, -0.736, 1.354, -0.556
, 55.700, -0.922, 1.239, -0.178
, 55.750, -0.373, 1.262, -0.605
, 55.800, -0.350, 1.632, -0.244
, 55.850, -0.304, 1.879, -0.466
, 55.900, -0.798, 1.107, -0.827
, 55.950, -0.149, 0.938, -1.271
, 56.000, 0.059, 1.763, -0.383
, 56.050, 0.376, 1.115, -0.646
, 56.100, -0.033, 0.860, -0.449
, 56.150, -2.374, 0.397, -0.778
, 56.200, -1.022, 0.814, -0.268
, 56.250, -0.211, 0.637, -0.449
, 56.300, -0.914, 0.575, -1.049
, 56.350, -0.736, 0.181, -0.934
, 56.400, -0.991, 0.174, -1.164
, 56.450, -0.883, 0.012, -1.107
, 56.500, -0.821, -0.073, -0.671
, 56.550, -0.960, 0.127, -0.992
, 56.600, -0.937, -0.282, -1.238
, 56.650, -0.790, -0.135, -0.745
, 56.700, -0.868, -0.320, -0.918
, 56.750, -0.582, -0.374, -1.090
, 56.800, -0.837, -0.374, -1.025
, 56.850, -1.084, -0.498, -1.411
, 56.900, -0.775, -0.475, -1.090
, 56.950, -0.543, -0.482, -1.058
, 57.000, -0.798, -0.652, -0.992
, 57.050, -0.914, -0.884, -1.025
, 57.100, -0.821, -0.768, -1.033
, 57.150, -0.536, -0.644, -1.181
, 57.200, -0.180, -0.652, -0.992
, 57.250, -0.736, -1.262, -1.255
, 57.300, -0.311, -0.999, -1.255
, 57.350, -0.257, -0.914, -1.222
, 57.400, -0.273, -1.023, -1.271
, 57.450, -0.466, -1.177, -1.230
, 57.500, -0.196, -1.007, -1.263
, 57.550, 0.013, -0.961, -1.329
, 57.600, 0.345, -1.061, -1.107
, 57.650, 0.191, -1.354, -1.288
, 57.700, 0.183, -1.146, -1.280
, 57.750, -0.056, -1.300, -1.411
, 57.800, 0.028, -1.246, -1.378
, 57.850, 0.160, -0.968, -1.354
, 57.900, 0.670, -0.737, -1.148
, 57.950, 0.608, -0.644, -1.115
, 58.000, 1.095, -1.910, -1.403
, 58.050, 0.469, -1.524, -0.992
, 58.100, 0.685, -0.922, -1.395
, 58.150, 0.971, -1.007, -1.107
, 58.200, 0.809, -1.069, -1.197
, 58.250, 0.817, -0.837, -1.362
, 58.300, 0.940, -0.698, -1.132
, 58.350, 1.010, -0.722, -1.148
, 58.400, 0.956, -0.737, -1.189
, 58.450, 0.963, -0.575, -1.354
, 58.500, 1.002, -0.289, -1.255
, 58.550, 1.064, -0.374, -0.885
, 58.600, 0.940, -0.482, -0.737
, 58.650, 1.002, -0.482, -1.000
, 58.700, 0.979, -0.066, -1.033
, 58.750, 1.288, 0.050, -1.222
, 58.800, 1.025, -0.058, -1.140
, 58.850, 0.724, 0.143, -1.132
, 58.900, 0.747, 0.197, -1.197
, 58.950, 0.871, 0.444, -0.967
, 59.000, 0.732, 0.544, -1.156
, 59.050, 0.654, 0.475, -1.074
, 59.100, 0.608, 0.590, -1.107
, 59.150, 0.492, 0.752, -1.123
, 59.200, 0.338, 0.845, -1.132
, 59.250, 0.562, 1.215, -1.551
, 59.300, 0.484, 0.999, -1.049
, 59.350, 0.253, 1.084, -0.992
, 59.400, -0.018, 1.107, -0.885
, 59.450, -0.064, 1.362, -1.107
, 59.500, -0.427, 1.069, -1.206
, 59.550, -0.203, 1.462, -1.107
, 59.600, -0.265, 1.833, -0.778
, 59.650, -0.296, 1.470, -1.107
, 59.700, -0.574, 1.748, -0.778
, 59.750, -0.945, 1.223, -0.901
, 59.800, -0.559, 1.455, -0.079
, 59.850, -0.821, 1.879, 0.126
, 59.900, -1.973, 0.583, 0.521
, 59.950, -1.764, 0.120, -0.572
, 60.000, -1.169, 0.876, -0.605
, 60.050, -0.350, 1.732, 0.603
, 60.100, -0.219, 0.205, -0.400
, 60.150, -1.169, 0.513, -0.836
, 60.200, -0.682, 0.884, -0.819
, 60.250, -0.960, -0.552, -1.822
, 60.300, -0.543, 0.089, -1.699
, 60.350, -0.875, 0.984, -0.786
, 60.400, -0.930, 1.493, -0.120
, 60.450, 0.693, 1.254, -0.827
, 60.500, -0.474, 0.899, -1.469
, 60.550, -0.790, 0.104, -1.765
, 60.600, -0.783, 0.521, -0.548
, 60.650, 0.021, 1.215, -1.707
, 60.700, -0.868, 1.370, -2.538
, 60.750, -0.520, 0.235, -2.159
, 60.800, -0.350, 0.891, -1.872
, 60.850, -0.273, 0.567, -1.567
, 60.900, -0.381, 1.007, -1.378
, 60.950, -0.559, 0.945, -1.740
, 61.000, -0.744, 0.714, -1.436
, 61.050, -0.605, 0.737, -1.674
, 61.100, -0.566, 0.675, -1.181
, 61.150, -0.628, 0.714, -1.707
, 61.200, -0.713, 0.907, -2.291
, 61.250, -0.489, 0.614, -1.650
, 61.300, -0.342, 0.652, -1.066
, 61.350, -0.489, 1.200, -1.641
, 61.400, -0.559, 0.961, -1.296
, 61.450, -0.435, 0.783, -1.263
, 61.500, -0.543, 0.830, -1.008
, 61.550, -0.381, 0.822, -1.469
, 61.600, -0.420, 0.783, -1.354
, 61.650, -0.458, 0.868, -1.386
, 61.700, -0.505, 0.907, -1.444
, 61.750, -0.451, 0.953, -1.288
, 61.800, -0.451, 0.976, -1.247
, 61.850, -0.427, 0.945, -1.206
, 61.900, -0.435, 0.953, -1.090
, 61.950, -0.451, 0.884, -1.148
, 62.000, -0.481, 0.884, -1.140
, 62.050, -0.458, 1.030, -1.173
, 62.100, -0.443, 0.860, -1.115
, 62.150, -0.396, 0.907, -1.148
, 62.200, -0.489, 0.860, -1.090
, 62.250, -0.443, 1.053, -1.222
, 62.300, -0.574, 0.799, -1.099
, 62.350, -0.443, 0.930, -1.132
, 62.400, -0.350, 0.961, -1.321
, 62.450, -0.404, 0.984, -0.885
, 62.500, -0.582, 0.860, -1.173
, 62.550, -0.505, 0.860, -1.107
, 62.600, -0.404, 0.837, -1.099
, 62.650, -0.381, 0.938, -0.901
, 62.700, -0.396, 0.830, -1.263
, 62.750, -0.574, 0.961, -0.992
, 62.800, -0.489, 0.938, -1.115
, 62.850, -0.458, 0.837, -1.164
, 62.900, -0.497, 0.837, -0.975
, 62.950, -0.404, 0.914, -1.189
, 63.000, -0.458, 0.922, -0.942
, 63.050, -0.396, 0.914, -1.206
, 63.100, -0.443, 0.891, -1.016
, 63.150, -0.381, 0.922, -1.090
, 63.200, -0.644, 0.914, -0.827
, 63.250, -0.381, 0.876, -1.156
, 63.300, -0.497, 0.930, -0.819
, 63.350, -0.412, 0.806, -0.984
, 63.400, -0.481, 0.868, -0.934
, 63.450, -0.427, 0.884, -0.901
, 63.500, -0.458, 0.907, -0.984
, 63.550, -0.466, 0.922, -0.959
, 63.600, -0.451, 0.899, -1.090
, 63.650, -0.435, 0.891, -1.025
, 63.700, -0.489, 0.891, -0.967
, 63.750, -0.466, 0.876, -0.992
, 63.800, -0.451, 0.876, -0.959
, 63.850, -0.458, 0.884, -0.951
, 63.900, -0.474, 0.899, -0.951
, 63.950, -0.458, 0.884, -1.000
, 64.000, -0.451, 0.891, -0.934
, 64.050, -0.474, 0.884, -0.967
, 64.100, -0.466, 0.876, -0.967
, 64.150, -0.458, 0.891, -0.934
, 64.200, -0.458, 0.860, -0.967
, 64.250, -0.489, 0.891, -0.926
, 64.300, -0.458, 0.876, -0.918
, 64.350, -0.458, 0.884, -0.951
, 64.400, -0.466, 0.868, -0.934
, 64.450, -0.458, 0.891, -0.926
, 64.500, -0.466, 0.907, -1.025
, 64.550, -0.443, 0.899, -0.868
, 64.600, -0.474, 0.837, -1.000
, 64.650, -0.489, 0.876, -0.901
, 64.700, -0.443, 0.830, -0.934
, 64.750, -0.435, 0.837, -0.942
, 64.800, -0.489, 0.922, -1.016
, 64.850, -0.559, 0.853, -0.934
, 64.900, -0.443, 0.930, -0.910
, 64.950, -0.396, 0.899, -0.910
, 65.000, -0.458, 0.953, -0.918
, 65.050, -0.536, 0.922, -0.704
, 65.100, -0.497, 0.876, -0.901
, 65.150, -0.505, 0.791, -1.008
, 65.200, -0.435, 0.914, -0.794
, 65.250, -0.451, 0.868, -0.827
, 65.300, -0.427, 0.868, -0.827
, 65.350, -0.443, 0.884, -0.827
, 65.400, -0.451, 0.845, -0.852
, 65.450, -0.458, 0.876, -0.786
, 65.500, -0.466, 0.876, -0.819
, 65.550, -0.458, 0.884, -0.836
, 65.600, -0.451, 0.876, -0.893
, 65.650, -0.443, 0.884, -0.836
, 65.700, -0.466, 0.884, -0.811
, 65.750, -0.443, 0.884, -0.819
, 65.800, -0.466, 0.860, -0.819
, 65.850, -0.489, 0.876, -0.877
, 65.900, -0.458, 0.868, -0.868
, 65.950, -0.435, 0.853, -0.852
, 66.000, -0.497, 0.876, -0.836
, 66.050, -0.566, 0.860, -0.885
, 66.100, -0.512, 0.830, -0.901
, 66.150, -0.505, 0.860, -0.860
, 66.200, -0.466, 0.907, -0.918
, 66.250, -0.497, 0.830, -0.860
, 66.300, -0.559, 0.853, -0.934
, 66.350, -0.505, 0.868, -0.951
, 66.400, -0.543, 0.907, -0.877
, 66.450, -0.458, 0.891, -0.901
